"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"16-Aug-2023","EQ","935.95","940.00","931.30","939.95","933.00","933.05","935.01","990.00","707.70","73,94,623","6,91,40,42,214.55","1,26,711"
"14-Aug-2023","EQ","935.00","943.30","928.90","937.20","940.00","939.95","936.81","990.00","707.70","71,72,522","6,71,92,57,570.85","2,02,979"
"11-Aug-2023","EQ","937.50","945.70","933.00","939.75","937.75","937.20","938.09","990.00","707.70","95,58,237","8,96,64,42,119.10","2,29,062"
"10-Aug-2023","EQ","948.00","951.95","937.30","950.00","940.45","939.75","943.63","990.00","707.70","1,35,90,891","12,82,47,49,603.85","3,17,925"
"09-Aug-2023","EQ","952.00","953.30","944.30","952.90","949.90","950.00","948.18","990.00","707.70","77,01,831","7,30,26,97,896.90","1,89,419"
"08-Aug-2023","EQ","950.00","959.90","944.05","947.40","953.20","952.90","952.49","990.00","707.70","1,15,12,735","10,96,57,43,490.80","2,38,800"
"07-Aug-2023","EQ","952.25","955.00","944.55","952.25","947.50","947.40","948.69","990.00","707.70","1,09,22,609","10,36,21,53,717.45","1,92,929"
"04-Aug-2023","EQ","947.00","954.85","934.65","935.55","950.80","952.25","946.36","990.00","707.70","1,23,76,086","11,71,22,64,563.30","2,47,055"
"03-Aug-2023","EQ","944.10","946.60","927.15","945.25","938.50","935.55","935.83","990.00","707.70","1,70,76,611","15,98,07,85,127.40","2,94,707"
"02-Aug-2023","EQ","951.50","958.90","936.60","959.90","944.95","945.25","944.83","990.00","707.70","93,24,465","8,81,00,26,038.30","2,34,382"
"01-Aug-2023","EQ","956.00","964.00","952.00","953.90","961.50","959.90","956.32","990.00","707.70","84,09,096","8,04,18,11,382.00","2,03,471"
"31-Jul-2023","EQ","954.70","958.60","948.30","949.95","954.90","953.90","953.57","990.00","707.70","66,01,991","6,29,54,47,675.95","1,79,078"
"28-Jul-2023","EQ","959.90","969.75","942.20","959.90","950.00","949.95","949.66","990.00","702.05","85,04,392","8,07,62,41,538.40","2,45,042"
"27-Jul-2023","EQ","989.35","990.00","955.75","976.80","961.15","959.90","968.18","990.00","702.05","1,78,58,061","17,28,98,62,523.50","3,35,807"
"26-Jul-2023","EQ","966.85","980.00","963.30","962.50","975.70","976.80","970.28","990.00","702.05","82,98,226","8,05,15,78,393.90","1,92,540"
"25-Jul-2023","EQ","977.65","977.65","953.80","971.50","963.00","962.50","961.34","990.00","702.05","1,34,48,045","12,92,80,98,519.05","2,48,155"
"24-Jul-2023","EQ","973.45","984.95","968.80","971.30","971.00","971.50","974.31","990.00","702.05","91,67,788","8,93,22,82,882.45","1,94,424"
"21-Jul-2023","EQ","971.60","985.00","968.00","977.90","971.60","971.30","974.99","990.00","663.45","62,30,317","6,07,45,16,066.65","1,31,682"
"20-Jul-2023","EQ","963.90","979.90","957.60","964.30","977.00","977.90","965.85","990.00","663.45","1,53,29,753","14,80,62,96,049.75","2,31,898"
"19-Jul-2023","EQ","964.00","969.90","956.50","963.65","963.00","964.30","965.18","990.00","663.45","75,74,544","7,31,07,70,181.00","1,78,252"
"18-Jul-2023","EQ","964.00","979.95","951.30","964.85","963.00","963.65","968.52","990.00","663.45","1,44,57,717","14,00,25,90,450.95","2,68,387"
"17-Jul-2023","EQ","960.00","968.90","950.45","957.05","964.60","964.85","958.05","990.00","663.45","84,72,444","8,11,70,42,419.50","1,53,203"
"14-Jul-2023","EQ","964.45","967.00","947.75","960.15","958.20","957.05","954.81","990.00","659.10","53,83,514","5,14,02,56,649.95","1,51,781"
"13-Jul-2023","EQ","956.30","966.00","952.15","950.00","962.25","960.15","960.44","990.00","659.10","1,30,79,930","12,56,24,27,927.05","2,55,509"
"12-Jul-2023","EQ","956.70","957.55","947.00","953.20","950.00","950.00","950.88","990.00","659.10","1,01,41,257","9,64,30,95,655.75","2,40,693"
"11-Jul-2023","EQ","967.90","971.75","950.60","964.05","954.45","953.20","960.02","990.00","659.10","1,06,16,390","10,19,19,77,300.80","2,47,445"
"10-Jul-2023","EQ","976.70","986.00","960.40","976.70","964.60","964.05","972.25","990.00","659.10","71,38,850","6,94,07,58,355.25","1,99,913"
"07-Jul-2023","EQ","976.25","989.45","971.80","980.95","975.60","976.70","980.24","990.00","640.50","62,36,524","6,11,32,83,495.65","1,73,947"
"06-Jul-2023","EQ","961.00","986.10","961.00","966.50","982.55","980.95","972.93","990.00","640.50","1,02,21,727","9,94,50,20,643.80","2,40,394"
"05-Jul-2023","EQ","969.00","975.50","962.10","970.70","967.80","966.50","968.19","990.00","640.50","82,00,047","7,93,92,28,535.05","1,71,231"
"04-Jul-2023","EQ","982.10","984.85","969.00","982.10","971.10","970.70","975.73","990.00","640.50","73,96,806","7,21,72,89,620.55","2,03,952"
"03-Jul-2023","EQ","990.00","990.00","978.00","987.45","984.00","982.10","982.96","990.00","640.50","55,62,743","5,46,79,50,581.95","1,64,784"
"30-Jun-2023","EQ","977.10","989.85","976.00","978.20","986.10","987.45","983.34","989.85","623.50","70,96,350","6,97,81,45,371.35","1,62,674"
"28-Jun-2023","EQ","979.00","984.00","967.00","973.25","980.45","978.20","976.77","989.70","623.50","1,00,10,996","9,77,84,70,650.35","1,94,446"
"27-Jun-2023","EQ","967.00","976.00","960.80","960.55","974.00","973.25","969.06","989.70","623.50","69,21,886","6,70,77,37,449.00","1,55,729"
"26-Jun-2023","EQ","959.50","963.50","953.10","958.40","960.00","960.55","958.40","989.70","623.50","57,99,528","5,55,82,66,508.30","1,65,004"
"23-Jun-2023","EQ","960.00","965.50","954.55","966.60","958.55","958.40","959.11","989.70","618.25","61,88,008","5,93,49,60,356.50","1,40,331"
"22-Jun-2023","EQ","962.20","973.45","958.70","966.00","963.75","966.60","966.63","989.70","618.25","1,01,35,883","9,79,76,72,460.10","1,58,829"
"21-Jun-2023","EQ","978.30","978.30","963.15","974.85","966.45","966.00","967.67","989.70","618.25","78,05,855","7,55,35,22,616.65","1,72,008"
"20-Jun-2023","EQ","965.95","977.00","958.55","965.65","976.00","974.85","967.92","989.70","618.25","75,96,593","7,35,28,63,737.85","1,39,616"
"19-Jun-2023","EQ","983.85","986.00","961.00","981.55","966.70","965.65","970.62","989.70","618.25","1,10,25,846","10,70,19,29,039.25","2,31,527"
"16-Jun-2023","EQ","982.80","985.45","977.20","977.15","982.00","981.55","980.99","989.70","618.25","88,60,900","8,69,24,81,894.50","1,76,892"
"15-Jun-2023","EQ","988.35","989.00","972.20","977.70","978.55","977.15","976.92","989.70","618.25","1,59,78,311","15,60,95,86,954.25","1,99,937"
"14-Jun-2023","EQ","986.00","988.20","976.00","985.85","977.30","977.70","980.71","989.70","618.25","86,44,423","8,47,76,33,173.15","1,34,898"
"13-Jun-2023","EQ","974.30","989.70","974.30","974.20","986.95","985.85","985.65","989.70","618.25","1,52,33,785","15,01,51,35,976.55","1,71,656"
"12-Jun-2023","EQ","973.00","977.90","968.60","974.75","974.90","974.20","974.53","981.70","618.25","74,65,375","7,27,52,68,091.35","1,28,054"
"09-Jun-2023","EQ","967.00","981.70","963.30","962.10","974.60","974.75","974.99","981.70","618.25","1,29,47,464","12,62,36,39,248.95","1,70,187"
"08-Jun-2023","EQ","973.05","974.85","959.90","976.75","961.70","962.10","966.83","981.25","618.25","1,02,09,982","9,87,13,64,694.45","1,55,125"
"07-Jun-2023","EQ","972.95","981.25","968.10","968.20","975.00","976.75","976.67","981.25","618.25","1,57,95,824","15,42,72,53,807.75","1,93,021"
"06-Jun-2023","EQ","951.10","970.75","951.10","950.85","966.00","968.20","963.32","970.75","618.25","1,44,57,988","13,92,76,67,088.75","2,03,343"
"05-Jun-2023","EQ","927.60","953.90","927.60","926.10","951.00","950.85","947.67","970.00","618.25","1,45,20,005","13,76,01,27,782.30","2,38,743"
"02-Jun-2023","EQ","922.65","930.50","920.25","919.70","923.70","926.10","925.22","970.00","618.25","1,16,16,991","10,74,83,18,700.85","1,55,663"
"01-Jun-2023","EQ","922.00","930.95","916.05","914.85","921.50","919.70","923.91","970.00","618.25","1,18,17,533","10,91,83,48,216.70","1,67,684"
"31-May-2023","EQ","937.35","939.90","910.20","937.45","917.50","914.85","916.83","970.00","618.25","3,47,57,004","31,86,62,86,587.55","2,64,113"
"30-May-2023","EQ","930.80","939.70","928.05","929.80","935.15","937.45","933.19","970.00","618.25","78,04,403","7,28,29,94,937.60","1,54,714"
"29-May-2023","EQ","931.00","937.70","928.05","926.95","930.70","929.80","933.27","970.00","618.25","71,33,871","6,65,78,25,588.40","1,27,183"
"26-May-2023","EQ","918.00","927.90","915.00","921.05","925.90","926.95","922.49","970.00","618.25","49,08,462","4,52,80,20,852.45","1,06,287"
"25-May-2023","EQ","916.70","923.55","912.45","917.70","920.35","921.05","916.90","970.00","618.25","81,49,350","7,47,21,19,111.25","1,13,733"
"24-May-2023","EQ","911.15","920.85","910.20","916.15","918.00","917.70","915.75","970.00","618.25","62,48,545","5,72,20,97,401.05","1,21,754"
"23-May-2023","EQ","917.55","922.50","912.40","917.55","912.95","916.15","918.17","970.00","618.25","82,73,445","7,59,63,97,802.65","1,41,294"
"22-May-2023","EQ","923.00","927.75","914.40","924.05","916.80","917.55","919.19","970.00","618.25","93,83,158","8,62,49,41,377.95","1,30,478"
"19-May-2023","EQ","920.90","927.00","908.95","914.70","926.00","924.05","916.94","970.00","618.25","83,93,002","7,69,58,79,382.05","1,49,439"
"18-May-2023","EQ","920.00","929.50","912.60","914.80","915.65","914.70","922.01","970.00","618.25","1,36,14,127","12,55,23,28,653.70","2,14,235"
"17-May-2023","EQ","917.70","918.90","911.25","917.80","915.20","914.80","915.74","970.00","618.25","1,02,48,327","9,38,48,50,303.70","1,59,245"
"16-May-2023","EQ","916.20","922.50","912.00","915.80","915.90","917.80","918.40","970.00","618.25","1,25,67,615","11,54,21,24,160.15","1,54,810"
"15-May-2023","EQ","910.65","919.50","909.15","910.65","913.10","915.80","916.02","970.00","618.25","73,39,579","6,72,31,79,195.50","1,83,405"
"12-May-2023","EQ","895.20","913.60","894.00","895.95","911.00","910.65","905.39","970.00","618.25","1,05,33,272","9,53,66,70,795.00","1,61,890"
"11-May-2023","EQ","891.00","900.00","889.00","889.90","895.70","895.95","895.23","970.00","618.25","1,38,16,121","12,36,86,19,503.95","2,00,160"
"10-May-2023","EQ","892.00","892.50","877.55","888.25","890.00","889.90","887.33","970.00","618.25","1,18,93,027","10,55,30,51,459.10","1,67,094"
"09-May-2023","EQ","882.20","890.20","880.00","878.45","888.00","888.25","886.80","970.00","618.25","1,21,17,151","10,74,54,83,967.45","1,56,537"
"08-May-2023","EQ","865.30","881.40","865.30","865.30","879.95","878.45","877.74","970.00","618.25","70,07,882","6,15,11,12,520.70","1,34,771"
"05-May-2023","EQ","867.15","885.00","862.75","865.95","864.75","865.30","874.20","970.00","618.25","1,43,43,308","12,53,88,77,195.70","1,96,545"
"04-May-2023","EQ","860.00","867.15","857.50","859.85","865.90","865.95","861.66","970.00","618.25","97,56,391","8,40,67,00,680.10","2,12,358"
"03-May-2023","EQ","863.85","866.85","854.05","870.65","859.05","859.85","859.26","970.00","618.25","1,51,03,015","12,97,74,45,017.40","2,89,619"
"02-May-2023","EQ","870.00","876.40","864.25","860.00","869.90","870.65","871.65","970.00","618.25","1,29,47,953","11,28,61,16,515.35","2,08,931"
"28-Apr-2023","EQ","885.10","890.05","853.65","881.40","860.00","860.00","860.94","970.00","618.25","2,30,04,117","19,80,50,82,924.80","3,71,287"
"27-Apr-2023","EQ","888.00","890.00","877.50","887.65","880.50","881.40","882.38","970.00","618.25","1,59,92,383","14,11,13,54,670.75","2,11,246"
"26-Apr-2023","EQ","877.40","889.45","875.20","878.35","885.60","887.65","882.29","970.00","618.25","1,94,68,723","17,17,70,83,781.20","2,31,914"
"25-Apr-2023","EQ","885.00","895.80","874.40","882.30","876.80","878.35","887.20","970.00","618.25","3,63,94,389","32,28,92,73,339.60","2,21,239"
"24-Apr-2023","EQ","868.00","884.40","860.50","864.20","884.25","882.30","873.68","970.00","618.25","1,82,01,632","15,90,24,35,367.85","1,70,058"
"21-Apr-2023","EQ","870.80","873.85","857.50","868.75","860.70","864.20","866.89","970.00","618.25","1,55,20,786","13,45,47,67,337.10","1,17,031"
"20-Apr-2023","EQ","874.80","875.60","864.15","873.40","871.10","868.75","868.69","970.00","618.25","1,94,44,753","16,89,14,15,680.10","1,28,040"
"19-Apr-2023","EQ","865.00","874.50","862.55","863.35","871.95","873.40","869.32","970.00","618.25","2,34,94,247","20,42,40,19,478.25","1,70,158"
"18-Apr-2023","EQ","865.35","872.00","857.10","864.55","864.75","863.35","865.53","970.00","618.25","1,72,38,709","14,92,07,05,065.35","1,40,178"
"17-Apr-2023","EQ","882.00","882.00","861.00","864.35","864.00","864.55","867.05","970.00","618.25","2,25,77,380","19,57,57,35,178.10","1,78,837"
"13-Apr-2023","EQ","853.65","867.70","845.00","851.05","864.00","864.35","854.42","970.00","618.25","2,39,34,570","20,45,01,23,140.30","1,76,831"
"12-Apr-2023","EQ","854.90","856.65","846.65","853.30","851.95","851.05","850.29","970.00","618.25","1,34,80,335","11,46,22,40,653.50","1,60,356"
"11-Apr-2023","EQ","848.25","855.70","844.05","847.35","853.70","853.30","849.69","970.00","618.25","2,39,30,907","20,33,38,91,050.00","1,91,245"
"10-Apr-2023","EQ","854.80","854.95","843.95","851.95","845.50","847.35","848.25","970.00","618.25","1,56,56,078","13,28,02,68,139.00","1,40,348"
"06-Apr-2023","EQ","861.80","863.25","849.00","860.50","851.30","851.95","854.22","970.00","618.25","1,96,77,316","16,80,87,22,254.05","1,97,757"
"05-Apr-2023","EQ","871.00","871.00","857.00","864.60","860.00","860.50","860.63","970.00","618.25","1,18,90,015","10,23,29,53,006.70","1,88,518"
"03-Apr-2023","EQ","864.00","866.80","856.45","858.50","865.35","864.60","862.05","970.00","618.25","1,32,66,882","11,43,67,20,768.45","1,34,998"
